,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT
17775,12,28,6,DL,N624AG,SFO,-1,409,2586,420,419,649,44,44,10,W,8,0,30.21,Partly Cloudy,17,25,18
17808,12,28,6,DL,N702TW,SFO,-3,422,2586,490,487,732,47,42,83,NW,10,0,30.21,Partly Cloudy,50,20,35
17827,12,28,6,B6,N964JT,SFO,-6,414,2586,550,544,784,48,39,71,NW,13,0,30.21,Mostly Cloudy,43,15,12
17839,12,28,6,AS,N247AK,SFO,-2,407,2586,570,568,797,48,39,71,NW,13,0,30.21,Mostly Cloudy,43,15,22
17855,12,28,6,AA,N102NN,SFO,-1,409,2586,629,628,858,50,37,61,NW,13,0,30.19,Mostly Cloudy,25,23,16
17870,12,28,6,AS,N294AK,SFO,-9,407,2586,690,681,917,50,37,61,NW,13,0,30.19,Mostly Cloudy,32,18,38
17886,12,28,6,DL,N704X,SFO,41,412,2586,685,726,917,51,35,54,WNW,12,0,30.18,Mostly Cloudy,20,23,16
17938,12,28,6,B6,N988JT,SFO,-7,414,2586,930,923,1164,49,34,56,W,7,0,30.21,Mostly Cloudy,35,38,25
17956,12,28,6,DL,N711ZX,SFO,7,417,2586,970,977,1207,48,33,56,NW,6,0,30.21,Mostly Cloudy,29,31,23
17967,12,28,6,AS,N283AK,SFO,-6,410,2586,995,989,1225,48,33,56,NW,6,0,30.21,Mostly Cloudy,29,31,22
17987,12,28,6,AA,N105NN,SFO,37,416,2586,1029,1066,1265,46,33,61,N,7,0,30.21,Mostly Cloudy,29,38,17
18037,12,28,6,B6,N976JT,SFO,3,412,2586,1200,1203,1432,45,32,60,N,7,0,30.22,Mostly Cloudy,34,44,29
18064,12,28,6,B6,N993JE,SFO,2,402,2586,1309,1311,91,44,31,60,NW,9,0,30.23,Mostly Cloudy,31,29,19
18107,12,29,7,DL,N702TW,SFO,0,409,2586,420,420,649,39,33,79,NE,7,0,30.24,Mostly Cloudy,34,34,22
18111,12,29,7,AS,N459AS,SFO,17,407,2586,420,437,647,39,33,79,NE,7,0,30.24,Mostly Cloudy,34,34,34
18144,12,29,7,DL,N711ZX,SFO,0,422,2586,490,490,732,40,34,79,NE,7,0,30.26,Mostly Cloudy,52,20,20
18163,12,29,7,B6,N944JT,SFO,-4,414,2586,550,546,784,41,32,70,ENE,9,0,30.28,Mostly Cloudy,43,18,14
18168,12,29,7,AS,N247AK,SFO,-10,407,2586,570,560,797,41,32,70,ENE,9,0,30.28,Mostly Cloudy,43,18,16
18183,12,29,7,DL,N721TW,SFO,-3,416,2586,590,587,826,41,32,70,ENE,9,0,30.28,Mostly Cloudy,43,18,13
18192,12,29,7,AA,N113AN,SFO,-3,409,2586,630,627,859,43,29,58,ENE,7,0,30.25,Mostly Cloudy,25,22,18
18197,12,29,7,B6,N968JT,SFO,-5,410,2586,655,650,885,43,29,58,ENE,7,0,30.25,Mostly Cloudy,25,22,15
18211,12,29,7,AS,N534AS,SFO,-8,407,2586,690,682,917,43,29,58,E,10,0,30.22,Mostly Cloudy,30,19,30
18212,12,29,7,DL,N722TW,SFO,-3,412,2586,685,682,917,43,29,58,E,10,0,30.22,Mostly Cloudy,30,19,24
18272,12,29,7,B6,N987JT,SFO,-4,419,2586,929,925,1168,42,36,79,E,6,0,30.15,Cloudy,35,35,32
18303,12,29,7,DL,N717TW,SFO,20,417,2586,970,990,1207,41,37,86,E,6,0,30.14,Light Rain,29,30,20
18304,12,29,7,AS,N296AK,SFO,-3,410,2586,995,992,1225,41,37,86,E,6,0,30.14,Light Rain,29,30,27
18316,12,29,7,AA,N104NN,SFO,-1,416,2586,1029,1028,1265,41,38,89,ENE,7,0,30.12,Light Rain,28,36,24
18369,12,29,7,B6,N935JB,SFO,-4,412,2586,1200,1196,1432,40,40,10,NE,7,0,30.09,Rain,42,30,38
18394,12,29,7,DL,N702TW,SFO,57,424,2586,1220,1277,24,41,41,10,ENE,7,0,30.05,Light Rain,35,32,20
18405,12,29,7,B6,N981JT,SFO,-6,402,2586,1309,1303,91,41,41,10,ENE,7,0,30.05,Light Rain,35,32,18
18446,12,30,1,DL,N721TW,SFO,4,409,2586,420,424,649,42,42,10,ENE,16,25,29.8,Light Rain,35,35,21
18458,12,30,1,AS,N467AS,SFO,39,407,2586,420,459,647,42,42,10,ENE,16,25,29.8,Light Rain,35,35,21
18477,12,30,1,DL,N717TW,SFO,10,422,2586,490,500,732,42,42,10,ENE,16,0,29.84,Light Rain,51,21,32
18493,12,30,1,B6,N923JB,SFO,-7,414,2586,550,543,784,42,42,10,NE,20,0,29.83,Light Rain,43,16,25
18506,12,30,1,AS,N528AS,SFO,-4,407,2586,570,566,797,42,42,10,NE,20,0,29.83,Light Rain,43,16,41
18518,12,30,1,DL,N704X,SFO,4,416,2586,590,594,826,43,43,10,E,20,31,29.8,Light Rain,43,16,29
18527,12,30,1,AA,N109NN,SFO,-2,409,2586,630,628,859,43,43,10,E,20,31,29.8,Light Rain,25,23,29
18534,12,30,1,B6,N982JB,SFO,-3,410,2586,655,652,885,43,42,97,ENE,22,31,29.76,Light Drizzle / Windy,25,23,19
18546,12,30,1,DL,N705TW,SFO,-1,412,2586,685,684,917,43,42,97,ENE,22,31,29.76,Light Drizzle / Windy,30,20,27
18599,12,30,1,B6,N990JL,SFO,-9,419,2586,929,920,1168,42,42,10,E,25,37,29.7,Light Rain / Windy,36,35,36
18626,12,30,1,DL,N702TW,SFO,15,417,2586,970,985,1207,42,42,10,N,14,22,29.79,Rain,28,34,27
18642,12,30,1,B6,N985JT,SFO,-7,402,2586,1309,1302,91,39,38,96,N,18,0,29.77,Cloudy,32,29,38
18692,12,31,2,AS,N464AS,SFO,-1,407,2586,420,419,647,38,37,97,N,9,0,29.71,Mostly Cloudy,18,20,33
18735,12,31,2,B6,N992JB,SFO,-5,414,2586,550,545,784,40,39,97,NNW,7,0,29.69,Mostly Cloudy,33,15,18
18749,12,31,2,DL,N704X,SFO,97,419,2586,490,587,729,41,39,93,NW,3,0,29.69,Mostly Cloudy,33,15,29
18750,12,31,2,DL,N702TW,SFO,-2,412,2586,590,588,822,41,39,93,NW,3,0,29.69,Mostly Cloudy,33,15,20
18752,12,31,2,AS,N493AS,SFO,20,407,2586,570,590,797,41,39,93,NW,3,0,29.69,Mostly Cloudy,33,15,23
18757,12,31,2,AA,N102NN,SFO,0,409,2586,630,630,859,42,38,85,W,6,0,29.68,Cloudy,23,21,15
18762,12,31,2,B6,N984JB,SFO,2,410,2586,655,657,885,42,39,89,WSW,12,0,29.66,Mostly Cloudy,23,21,14
18772,12,31,2,AS,N292AK,SFO,-7,407,2586,690,683,917,42,39,89,WSW,12,0,29.66,Mostly Cloudy,27,18,21
18830,12,31,2,B6,N961JT,SFO,-5,419,2586,929,924,1168,43,39,86,WSW,15,0,29.62,Partly Cloudy,31,34,14
18849,12,31,2,DL,N713TW,SFO,-8,413,2586,970,962,1203,42,38,85,WSW,13,0,29.64,Mostly Cloudy,24,30,11
18858,12,31,2,AS,N523AS,SFO,3,410,2586,995,998,1225,42,38,85,WSW,13,0,29.64,Mostly Cloudy,24,30,22
18866,12,31,2,AA,N117AN,SFO,-3,416,2586,1029,1026,1265,43,39,86,WSW,9,0,29.64,Mostly Cloudy,26,31,18
18918,12,31,2,B6,N983JT,SFO,-2,412,2586,1200,1198,1432,43,39,86,SSW,10,0,29.63,Cloudy,38,27,23
18921,12,31,2,DL,N707TW,SFO,0,419,2586,1199,1199,1438,43,39,86,SSW,10,0,29.63,Cloudy,38,27,37
18940,12,31,2,B6,N977JE,SFO,-7,402,2586,1309,1302,91,44,40,85,WSW,17,0,29.65,Cloudy,22,25,16
18977,1,1,3,AS,N495AS,SFO,8,407,2586,420,428,647,38,26,62,W,14,26,29.72,Mostly Cloudy,29,27,27
19003,1,1,3,DL,N709TW,SFO,-2,419,2586,490,488,729,38,25,60,W,23,29,29.75,Mostly Cloudy / Windy,47,15,28
19020,1,1,3,B6,N986JB,SFO,-3,414,2586,550,547,784,39,22,50,W,17,29,29.77,Mostly Cloudy,34,14,20
19025,1,1,3,AS,N224AK,SFO,-7,407,2586,570,563,797,39,22,50,W,17,29,29.77,Mostly Cloudy,34,14,27
19033,1,1,3,DL,N703TW,SFO,-5,412,2586,590,585,822,39,22,50,W,17,29,29.77,Mostly Cloudy,34,14,13
19044,1,1,3,AA,N103NN,SFO,-5,409,2586,630,625,859,39,21,49,W,23,0,29.76,Mostly Cloudy / Windy,21,20,17
19047,1,1,3,B6,N943JT,SFO,-6,410,2586,655,649,885,39,21,49,W,23,0,29.76,Mostly Cloudy / Windy,21,20,16
19052,1,1,3,AS,N419AS,SFO,-12,407,2586,690,678,917,42,21,43,W,21,30,29.74,Mostly Cloudy / Windy,26,19,22
19113,1,1,3,B6,N964JT,SFO,-4,419,2586,929,925,1168,39,21,49,WNW,18,0,29.79,Cloudy,32,31,18
19130,1,1,3,DL,N723TW,SFO,-5,413,2586,965,960,1198,38,22,53,W,18,26,29.82,Mostly Cloudy,26,31,13
19143,1,1,3,AS,N238AK,SFO,8,410,2586,995,1003,1225,38,22,53,W,18,26,29.82,Mostly Cloudy,26,31,23
19148,1,1,3,AA,N102NN,SFO,0,416,2586,1029,1029,1265,38,22,53,W,18,24,29.84,Cloudy,25,31,21
19204,1,1,3,B6,N935JB,SFO,-3,412,2586,1200,1197,1432,37,22,54,W,17,25,29.88,Partly Cloudy,46,27,36
19225,1,1,3,DL,N713TW,SFO,65,419,2586,1220,1285,19,36,21,55,WNW,17,0,29.89,Fair,26,26,19
19232,1,1,3,B6,N982JB,SFO,-3,402,2586,1309,1306,91,36,21,55,WNW,17,0,29.89,Fair,26,26,19
19265,1,2,4,AS,N487AS,SFO,-4,407,2586,420,416,647,34,27,75,WSW,9,0,29.99,Fair,19,21,17
19266,1,2,4,DL,N704X,SFO,-2,409,2586,420,418,649,34,27,75,WSW,9,0,29.99,Fair,19,21,30
19304,1,2,4,DL,N717TW,SFO,-2,422,2586,490,488,732,37,28,70,SW,7,0,29.99,Fair,50,19,25
19323,1,2,4,B6,N937JB,SFO,-7,414,2586,550,543,784,40,30,68,WSW,7,0,30.01,Fair,39,18,18
19330,1,2,4,AS,N581AS,SFO,-7,407,2586,570,563,797,40,30,68,WSW,7,0,30.01,Fair,39,18,16
19341,1,2,4,DL,N702TW,SFO,-5,416,2586,590,585,826,40,30,68,WSW,7,0,30.01,Fair,39,18,12
19352,1,2,4,AA,N112AN,SFO,-7,409,2586,630,623,859,41,31,67,SW,7,0,29.98,Fair,24,23,13
19357,1,2,4,B6,N976JT,SFO,-3,410,2586,655,652,885,43,31,62,WSW,9,0,29.96,Partly Cloudy,24,23,12
19367,1,2,4,DL,N706TW,SFO,-3,412,2586,685,682,917,43,31,62,WSW,9,0,29.96,Partly Cloudy,29,19,22
19371,1,2,4,AS,N298AK,SFO,0,407,2586,690,690,917,43,31,62,WSW,9,0,29.96,Partly Cloudy,29,19,24
19434,1,2,4,B6,N992JB,SFO,-3,419,2586,929,926,1168,45,39,80,S,14,0,29.91,Cloudy,34,37,23
19455,1,2,4,DL,N718TW,SFO,-1,417,2586,965,964,1202,44,41,89,S,13,0,29.9,Mostly Cloudy,28,31,16
19464,1,2,4,AS,N586AS,SFO,10,410,2586,995,1005,1225,44,41,89,S,13,0,29.9,Mostly Cloudy,28,31,31
19472,1,2,4,AA,N117AN,SFO,-6,416,2586,1029,1023,1265,44,42,93,S,13,0,29.9,Mostly Cloudy,30,34,15
19525,1,2,4,B6,N985JT,SFO,-5,412,2586,1200,1195,1432,42,37,82,SSW,8,0,29.9,Mostly Cloudy,43,30,33
19538,1,2,4,DL,N672DL,SFO,4,419,2586,1230,1234,29,42,37,82,SSW,8,0,29.9,Mostly Cloudy,34,41,22
19560,1,2,4,B6,N923JB,SFO,-6,402,2586,1309,1303,91,42,37,82,SSW,8,0,29.9,Mostly Cloudy,34,29,31
19593,1,3,5,DL,N702TW,SFO,-5,409,2586,420,415,649,44,43,96,SSW,8,0,29.84,Light Rain,20,25,28
19633,1,3,5,DL,N705TW,SFO,-5,422,2586,490,485,732,44,44,10,SW,10,0,29.84,Light Rain,54,20,26
19638,1,3,5,AS,N486AS,SFO,76,407,2586,420,496,647,44,44,10,SSW,9,0,29.85,Cloudy,54,20,28
19658,1,3,5,B6,N977JE,SFO,-3,414,2586,550,547,784,44,44,10,SW,8,0,29.86,Light Rain,38,15,13
19669,1,3,5,AS,N569AS,SFO,13,407,2586,570,583,797,44,44,10,SW,7,0,29.86,Light Drizzle,38,15,22
19670,1,3,5,DL,N707TW,SFO,-7,416,2586,590,583,826,44,44,10,SW,7,0,29.86,Light Drizzle,38,15,18
19681,1,3,5,AA,N102NN,SFO,-6,409,2586,630,624,859,44,44,10,SW,6,0,29.83,Light Rain,22,22,18
19685,1,3,5,B6,N967JT,SFO,-4,410,2586,655,651,885,45,45,10,SSW,6,0,29.78,Light Rain,22,22,13
19692,1,3,5,DL,N723TW,SFO,-4,412,2586,685,681,917,45,45,10,SSW,7,0,29.79,Light Rain,29,18,19
19695,1,3,5,AS,N581AS,SFO,-6,407,2586,690,684,917,45,45,10,SSW,7,0,29.79,Light Rain,29,18,36
19755,1,3,5,B6,N969JT,SFO,-7,419,2586,929,922,1168,46,45,96,SW,7,0,29.8,Cloudy,35,37,17
19777,1,3,5,DL,N718TW,SFO,-4,417,2586,970,966,1207,46,45,96,SW,12,0,29.81,Cloudy,28,29,29
19783,1,3,5,AS,N464AS,SFO,-9,410,2586,995,986,1225,46,45,96,SW,12,0,29.81,Cloudy,28,29,17
19798,1,3,5,AA,N105NN,SFO,0,416,2586,1029,1029,1265,46,46,10,WSW,6,0,29.81,Cloudy,29,37,21
19853,1,3,5,B6,N989JT,SFO,-5,412,2586,1200,1195,1432,47,46,97,WSW,10,0,29.84,Light Rain,43,28,35
19859,1,3,5,DL,N710TW,SFO,0,419,2586,1220,1220,19,47,46,97,WSW,10,0,29.84,Light Rain,33,44,31
19887,1,3,5,B6,N962JT,SFO,-4,402,2586,1309,1305,91,47,47,10,W,9,0,29.84,Cloudy,33,29,15
19918,1,4,6,DL,N707TW,SFO,0,409,2586,420,420,649,47,47,10,E,6,0,29.68,Fog,38,34,26
19956,1,4,6,B6,N942JB,SFO,-8,414,2586,550,542,784,46,46,10,E,7,0,29.67,Light Drizzle,40,13,17
19964,1,4,6,AS,N563AS,SFO,-5,407,2586,570,565,797,46,0 ,0,E,6,0,29.66,Drizzle and Fog,40,13,40
19982,1,4,6,AA,N113AN,SFO,-7,409,2586,629,622,858,48,48,10,SE,6,0,29.63,Light Drizzle,24,23,24
20003,1,4,6,DL,N709TW,SFO,4,412,2586,685,689,917,48,48,10,SW,8,0,29.63,Light Drizzle,32,17,35
20005,1,4,6,AS,N296AK,SFO,7,407,2586,690,697,917,48,48,10,SW,5,0,29.58,Light Drizzle,32,17,26
20062,1,4,6,B6,N961JT,SFO,18,414,2586,930,948,1164,49,49,10,W,9,0,29.54,Cloudy,32,38,20
20078,1,4,6,DL,N710TW,SFO,17,417,2586,970,987,1207,48,48,10,WSW,7,0,29.54,Mostly Cloudy,29,29,17
20081,1,4,6,AS,N423AS,SFO,9,410,2586,995,1004,1225,48,48,10,WSW,7,0,29.54,Mostly Cloudy,29,29,21
20092,1,4,6,AA,N101NN,SFO,-6,416,2586,1029,1023,1265,49,49,10,W,9,0,29.53,Cloudy,29,38,15
20142,1,4,6,B6,N978JB,SFO,-2,412,2586,1200,1198,1432,50,47,89,NNW,13,0,29.52,Light Rain,41,32,29
20148,1,4,6,DL,N717TW,SFO,-8,419,2586,1220,1212,19,50,47,89,NNW,13,0,29.52,Light Rain,35,43,21
20177,1,4,6,B6,N991JT,SFO,-5,402,2586,1309,1304,91,47,42,83,NW,18,26,29.53,Light Rain,30,27,22
20215,1,5,7,DL,N705TW,SFO,-5,409,2586,420,415,649,38,23,55,NW,28,38,29.77,Partly Cloudy / Windy,22,21,26
20217,1,5,7,AS,N402AS,SFO,0,407,2586,420,420,647,38,23,55,NW,28,38,29.77,Partly Cloudy / Windy,36,37,26
20245,1,5,7,DL,N710TW,SFO,-6,422,2586,490,484,732,38,25,60,NW,23,41,29.81,Mostly Cloudy / Windy,55,19,31
20265,1,5,7,B6,N980JT,SFO,-2,414,2586,550,548,784,39,23,53,WNW,23,39,29.83,Mostly Cloudy / Windy,39,17,30
20270,1,5,7,AS,N563AS,SFO,-6,407,2586,570,564,797,39,23,53,WNW,23,39,29.83,Mostly Cloudy / Windy,39,17,32
20283,1,5,7,AA,N105NN,SFO,-6,409,2586,630,624,859,40,24,53,WNW,26,40,29.83,Mostly Cloudy / Windy,21,23,15
20285,1,5,7,DL,N718TW,SFO,37,416,2586,590,627,826,40,24,53,WNW,26,40,29.83,Mostly Cloudy / Windy,21,23,11
20289,1,5,7,B6,N987JT,SFO,-3,410,2586,655,652,885,42,25,51,WNW,22,36,29.83,Mostly Cloudy / Windy,21,23,20
20298,1,5,7,AS,N260AK,SFO,-13,407,2586,690,677,917,42,25,51,WNW,22,36,29.83,Mostly Cloudy / Windy,32,19,29
20300,1,5,7,DL,N706TW,SFO,-4,412,2586,685,681,917,42,25,51,WNW,22,36,29.83,Mostly Cloudy / Windy,32,19,15
20368,1,5,7,B6,N937JB,SFO,-3,419,2586,929,926,1168,42,22,45,NW,24,28,29.91,Mostly Cloudy / Windy,32,38,27
20381,1,5,7,DL,N717TW,SFO,-8,417,2586,970,962,1207,40,20,45,NW,20,32,29.95,Mostly Cloudy,31,32,23
20407,1,5,7,AS,N592AS,SFO,55,410,2586,995,1050,1225,38,20,48,NNW,23,0,29.96,Partly Cloudy / Windy,30,34,39
20423,1,5,7,AA,N104NN,SFO,60,416,2586,1029,1089,1265,37,20,50,NW,15,23,29.99,Partly Cloudy,42,37,24
20461,1,5,7,B6,N985JT,SFO,-7,412,2586,1201,1194,1433,36,18,48,WNW,15,24,30.0,Partly Cloudy,41,32,26
20477,1,5,7,DL,N713TW,SFO,30,419,2586,1220,1250,19,36,18,48,WNW,15,24,30.0,Partly Cloudy,34,43,21
20495,1,5,7,B6,N967JT,SFO,-4,402,2586,1309,1305,91,35,18,50,WNW,7,0,29.99,Mostly Cloudy,35,34,21
20528,1,6,1,B6,N943JT,SFO,-2,402,2586,415,413,637,34,31,89,WSW,15,0,29.96,Light Snow,20,23,26
20532,1,6,1,DL,N723TW,SFO,-2,406,2586,420,418,646,34,31,89,WSW,15,0,29.96,Light Snow,20,23,40
20566,1,6,1,DL,N712TW,SFO,25,414,2586,505,530,739,35,30,82,WSW,16,0,29.97,Cloudy,52,19,40
20573,1,6,1,B6,N964JT,SFO,1,414,2586,550,551,784,36,30,79,W,16,0,29.97,Mostly Cloudy,39,16,14
20594,1,6,1,AA,N117AN,SFO,-6,409,2586,630,624,859,38,31,76,W,17,0,29.97,Mostly Cloudy,20,24,21
20598,1,6,1,B6,N986JB,SFO,-4,410,2586,655,651,885,42,31,65,W,17,0,29.95,Partly Cloudy,20,24,16
20610,1,6,1,AS,N524AS,SFO,-8,407,2586,690,682,917,42,31,65,W,17,0,29.95,Partly Cloudy,32,20,32
20616,1,6,1,DL,N718TW,SFO,4,408,2586,690,694,918,42,31,65,W,17,0,29.95,Partly Cloudy,32,20,22
20680,1,6,1,B6,N946JL,SFO,-7,419,2586,929,922,1168,45,26,48,WNW,22,0,29.97,Mostly Cloudy / Windy,33,36,24
20693,1,6,1,DL,N727TW,SFO,-1,415,2586,955,954,1190,44,27,51,WNW,14,0,29.99,Fair,33,36,19
20709,1,6,1,AS,N253AK,SFO,-4,410,2586,995,991,1225,44,27,51,WNW,14,0,29.99,Fair,30,35,23
20718,1,6,1,AA,N107NN,SFO,-7,416,2586,1029,1022,1265,42,29,60,W,9,0,30.0,Fair,35,33,18
20720,1,6,1,DL,N722TW,SFO,-1,410,2586,1025,1024,1255,42,29,60,W,9,0,30.0,Fair,35,33,38
20794,1,6,1,AA,N103NN,SFO,4,411,2586,1290,1294,81,40,33,77,WSW,12,0,30.02,Fair,32,35,17
20805,1,6,1,B6,N935JB,SFO,27,402,2586,1309,1336,91,41,27,57,W,13,0,30.03,Fair,23,31,16
20840,1,7,2,B6,N993JE,SFO,-7,402,2586,415,408,637,38,25,60,W,10,0,30.08,Cloudy,22,22,16
20842,1,7,2,AA,N117AN,SFO,-9,412,2586,420,411,652,38,27,65,W,8,0,30.1,Mostly Cloudy,22,22,22
20846,1,7,2,DL,N705TW,SFO,-5,406,2586,420,415,646,38,27,65,W,8,0,30.1,Mostly Cloudy,22,22,15
20895,1,7,2,DL,N710TW,SFO,1,414,2586,509,510,743,39,25,57,W,8,0,30.1,Mostly Cloudy,44,16,22
20902,1,7,2,B6,N981JT,SFO,-7,414,2586,550,543,784,42,23,47,NW,6,0,30.08,Mostly Cloudy,35,16,15
20917,1,7,2,DL,N706TW,SFO,-3,411,2586,580,577,811,42,23,47,NW,6,0,30.08,Mostly Cloudy,35,16,15
20924,1,7,2,AA,N108NN,SFO,-9,408,2586,630,621,858,43,23,45,NNW,6,0,30.07,Mostly Cloudy,20,22,14
20928,1,7,2,B6,N945JT,SFO,-6,410,2586,655,649,885,43,23,45,NNW,6,0,30.07,Mostly Cloudy,20,22,18
20941,1,7,2,AS,N523AS,SFO,-7,410,2586,690,683,920,43,23,45,CALM,0,0,30.04,Cloudy,29,19,30
20946,1,7,2,DL,N723TW,SFO,-2,408,2586,690,688,918,43,23,45,CALM,0,0,30.04,Cloudy,29,19,21
21016,1,7,2,B6,N944JT,SFO,8,419,2586,929,937,1168,41,28,60,ENE,13,0,29.91,Cloudy,30,37,21
21024,1,7,2,DL,N717TW,SFO,-1,415,2586,955,954,1190,40,26,58,E,7,0,29.92,Cloudy,30,37,17
21034,1,7,2,AA,N102NN,SFO,-2,411,2586,975,973,1206,40,26,58,E,7,0,29.92,Cloudy,27,31,16
21042,1,7,2,AS,N224AK,SFO,-5,419,2586,1000,995,1239,40,26,58,E,7,0,29.92,Cloudy,27,31,21
21049,1,7,2,DL,N624AG,SFO,-5,410,2586,1025,1020,1255,40,26,58,E,10,0,29.9,Cloudy,32,29,36
21061,1,7,2,AA,N107NN,SFO,-3,415,2586,1080,1077,1315,38,33,83,E,9,0,29.9,Light Rain,32,29,19
21085,1,7,2,DL,N709TW,SFO,-2,424,2586,1165,1163,1409,37,35,93,NE,6,0,29.89,Light Rain,39,31,38
21105,1,7,2,B6,N934JB,SFO,13,412,2586,1201,1214,1433,37,35,93,NE,6,0,29.89,Light Rain,31,37,19
21123,1,7,2,AA,N117AN,SFO,-8,406,2586,1273,1265,59,36,36,10,ENE,8,0,29.88,Light Rain,30,32,17
21137,1,7,2,B6,N990JL,SFO,10,402,2586,1309,1319,91,35,34,96,NNE,9,0,29.88,Light Rain,30,32,20
21166,1,8,3,AA,N112AN,SFO,-5,412,2586,420,415,652,33,29,85,W,15,0,29.92,Mostly Cloudy,20,22,22
21167,1,8,3,B6,N969JT,SFO,0,402,2586,415,415,637,33,29,85,W,15,0,29.92,Mostly Cloudy,20,22,28
21170,1,8,3,DL,N722TW,SFO,-2,406,2586,420,418,646,33,29,85,W,15,0,29.92,Mostly Cloudy,20,22,23
21178,1,8,3,AS,N927VA,SFO,-5,411,2586,445,440,676,33,29,85,W,15,0,29.92,Mostly Cloudy,40,37,30
21214,1,8,3,DL,N727TW,SFO,-2,414,2586,509,507,743,35,30,82,W,14,0,29.92,Mostly Cloudy,48,18,20
21227,1,8,3,B6,N943JT,SFO,-10,414,2586,550,540,784,36,30,79,W,20,0,29.93,Mostly Cloudy,37,14,20
21239,1,8,3,DL,N718TW,SFO,-5,411,2586,580,575,811,36,30,79,W,20,0,29.93,Mostly Cloudy,37,14,19
21249,1,8,3,AA,N115NN,SFO,-8,408,2586,630,622,858,39,31,73,W,22,0,29.91,Partly Cloudy / Windy,19,23,15
21253,1,8,3,B6,N937JB,SFO,-6,410,2586,655,649,885,39,31,73,W,22,0,29.91,Partly Cloudy / Windy,19,23,13
21266,1,8,3,AS,N224AK,SFO,-4,410,2586,690,686,920,40,26,58,W,28,36,29.89,Mostly Cloudy / Windy,31,20,18
21267,1,8,3,DL,N712TW,SFO,-3,408,2586,690,687,918,40,26,58,W,28,36,29.89,Mostly Cloudy / Windy,31,20,15
21336,1,8,3,B6,N992JB,SFO,-5,419,2586,929,924,1168,43,14,31,NNW,25,38,30.02,Mostly Cloudy / Windy,30,36,27
21350,1,8,3,DL,N705TW,SFO,3,415,2586,955,958,1190,36,16,44,WNW,28,35,30.08,Partly Cloudy / Windy,30,36,18
21357,1,8,3,AA,N105NN,SFO,0,411,2586,975,975,1206,36,16,44,WNW,28,35,30.08,Partly Cloudy / Windy,29,30,20
21364,1,8,3,AS,N568AS,SFO,-3,419,2586,1000,997,1239,36,16,44,WNW,28,35,30.08,Partly Cloudy / Windy,29,30,20
21371,1,8,3,DL,N707TW,SFO,-4,410,2586,1025,1021,1255,35,13,40,NW,22,35,30.13,Partly Cloudy / Windy,31,29,28
21384,1,8,3,AA,N117AN,SFO,-7,415,2586,1080,1073,1315,32,12,44,NW,24,35,30.2,Fair / Windy,31,29,19
21433,1,8,3,AA,N112AN,SFO,-2,406,2586,1273,1271,59,32,8 ,37,WNW,24,33,30.29,Partly Cloudy / Windy,33,32,30
21444,1,8,3,B6,N946JL,SFO,-7,402,2586,1309,1302,91,32,8 ,37,WNW,24,33,30.29,Partly Cloudy / Windy,33,32,24
21474,1,9,4,B6,N964JT,SFO,-6,400,2586,397,391,617,24,7 ,48,WNW,14,0,30.61,Fair,19,22,21
21482,1,9,4,AA,N101NN,SFO,-4,412,2586,420,416,652,24,8 ,51,NW,15,0,30.7,Fair,19,22,24
21485,1,9,4,DL,N710TW,SFO,-1,406,2586,420,419,646,24,8 ,51,NW,15,0,30.7,Fair,19,22,16
21489,1,9,4,AS,N930VA,SFO,7,410,2586,420,427,650,24,8 ,51,NW,15,0,30.7,Fair,45,35,24
21542,1,9,4,DL,N717TW,SFO,11,414,2586,509,520,743,26,9 ,49,NW,12,22,30.73,Fair,48,20,23
21551,1,9,4,AS,N471AS,SFO,-1,410,2586,550,549,780,28,8 ,43,NW,9,0,30.74,Fair,37,18,18
21557,1,9,4,B6,N993JE,SFO,15,414,2586,552,567,786,28,8 ,43,NW,9,0,30.74,Fair,37,18,16
21562,1,9,4,DL,N624AG,SFO,-1,411,2586,580,579,811,28,8 ,43,NW,9,0,30.74,Fair,37,18,15
21568,1,9,4,AA,N111ZM,SFO,-8,408,2586,630,622,858,29,8 ,41,NNW,13,0,30.75,Fair,23,21,16
21585,1,9,4,AS,N215AK,SFO,-12,410,2586,690,678,920,31,7 ,37,N,10,0,30.74,Partly Cloudy,29,18,32
21597,1,9,4,DL,N706TW,SFO,11,408,2586,690,701,918,31,7 ,37,N,10,0,30.74,Partly Cloudy,29,18,21
21603,1,9,4,B6,N988JT,SFO,-9,409,2586,740,731,969,32,8 ,37,N,12,0,30.72,Partly Cloudy,20,28,14
21667,1,9,4,B6,N945JT,SFO,9,414,2586,930,939,1164,32,8 ,37,ESE,3,0,30.72,Mostly Cloudy,28,38,23
21677,1,9,4,DL,N722TW,SFO,5,415,2586,955,960,1190,31,7 ,37,CALM,0,0,30.74,Mostly Cloudy,30,31,24
21689,1,9,4,AS,N494AS,SFO,-9,419,2586,1000,991,1239,31,7 ,37,CALM,0,0,30.74,Mostly Cloudy,30,31,19
